trial_frame,frame,x1,y1,x2,y2,score,label
Clip0_frame_00000020.jpg,20,629.7237155311986,55.214071022836784,848.0628927130449,209.13869431144312,0.34409999999999996,durotomy
Clip0_frame_00000021.jpg,21,644.234908254523,47.517341814543066,904.3053877981085,211.48270556801242,0.4131,durotomy
Clip0_frame_00000022.jpg,22,641.6035983436986,45.65561319652356,911.19544179816,220.05830940447353,0.6178,durotomy
Clip0_frame_00000023.jpg,23,647.4589859811883,31.262585991307308,908.6572506553249,238.6846687919215,0.5542,durotomy
Clip0_frame_00000029.jpg,29,531.6413196764495,163.67180924666553,843.4003769723993,332.43967106467795,0.07200000000000001,durotomy
Clip0_frame_00000031.jpg,31,421.6275937933671,285.43059487091864,508.03366108944545,367.19285676353854,0.1955,durotomy
Clip0_frame_00000053.jpg,53,401.5786502235814,338.34061334007663,626.8258907920437,425.31189905969717,0.4593,durotomy
Clip0_frame_00000056.jpg,56,427.94536189029094,243.10978513014942,556.7812006097091,314.55997090590625,0.0706,durotomy
Clip0_frame_00000057.jpg,57,901.3537758275082,388.7771596406635,1941.4216533460117,1047.6678597299676,0.1487,needle driver
Clip0_frame_00000057.jpg,57,864.3432938425165,387.6930367319207,1923.3705861944902,1048.5342798734966,0.9882,grasper
Clip0_frame_00000058.jpg,58,872.0975213301809,363.8406793694747,1995.2302310341283,1075.4735063251696,0.6134000000000001,needle driver
Clip0_frame_00000058.jpg,58,830.5828375565378,374.53380986263875,1949.1865780479031,1066.0422495791786,0.7881999999999999,grasper
Clip0_frame_00000059.jpg,59,841.5393387643915,341.4394117656507,1954.4318269428454,1062.1115654393245,0.7369,grasper
Clip0_frame_00000059.jpg,59,879.0055606239721,336.28986860576424,1996.6189896432977,1063.0878940381501,0.9193000000000001,needle driver
Clip0_frame_00000060.jpg,60,865.4671759354442,533.4672094646253,1894.9402819181744,1077.7974670811702,0.8954000000000001,grasper
Clip0_frame_00000061.jpg,61,-3.543813605057566,416.18079336065995,854.6048294870477,1028.8308515046772,0.25,grasper
Clip0_frame_00000061.jpg,61,880.9167962325247,543.4100351835551,1982.5239161441202,1064.0704295509738,0.5385,needle driver
Clip0_frame_00000061.jpg,61,778.9708990799753,536.992601093493,1997.535962556538,1065.8906274092824,0.6343,grasper
Clip0_frame_00000062.jpg,62,877.4795210988898,363.660841490093,1984.6621061626236,1052.936147388659,0.5498,needle driver
